# OpenSignals Text File Format
# {"CC:78:AB:5E:9D:17":{"sensor":["RAW"],"device name":"CC:78:AB:5E:9D:17","column":["nSeq","I1","I2","O1","O2","A1"],"sync interval":2,"time":"14:58:12","comments":"","device connection":"BLECC:78:AB:5E:9D:17","channels":[1],"date":"2022-05-11","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":100,"label":["A1"],"resolution":[10],"special":[{}]}}
# EndOfHeader
0	0	0	0	0	498
1	0	0	0	0	516
2	0	0	0	0	521
3	0	0	0	0	512
4	0	0	0	0	511
5	0	0	0	0	516
6	0	0	0	0	543
7	0	0	0	0	508
8	0	0	0	0	521
9	0	0	0	0	516
10	0	0	0	0	507
11	0	0	0	0	512
12	0	0	0	0	521
13	0	0	0	0	504
14	0	0	0	0	529
15	0	0	0	0	506
0	0	0	0	0	504
1	0	0	0	0	561
2	0	0	0	0	497
3	0	0	0	0	516
4	0	0	0	0	527
5	0	0	0	0	517
6	0	0	0	0	518
7	0	0	0	0	523
8	0	0	0	0	521
9	0	0	0	0	515
10	0	0	0	0	512
11	0	0	0	0	513
12	0	0	0	0	527
13	0	0	0	0	535
14	0	0	0	0	507
15	0	0	0	0	512
0	0	0	0	0	519
1	0	0	0	0	517
2	0	0	0	0	519
3	0	0	0	0	516
4	0	0	0	0	518
5	0	0	0	0	532
6	0	0	0	0	506
7	0	0	0	0	506
8	0	0	0	0	523
9	0	0	0	0	510
10	0	0	0	0	518
11	0	0	0	0	510
12	0	0	0	0	513
13	0	0	0	0	515
14	0	0	0	0	511
15	0	0	0	0	521
0	0	0	0	0	512
1	0	0	0	0	526
2	0	0	0	0	508
3	0	0	0	0	508
4	0	0	0	0	528
5	0	0	0	0	502
6	0	0	0	0	511
7	0	0	0	0	519
8	0	0	0	0	505
9	0	0	0	0	521
10	0	0	0	0	505
11	0	0	0	0	539
12	0	0	0	0	518
13	0	0	0	0	509
14	0	0	0	0	502
15	0	0	0	0	537
0	0	0	0	0	496
1	0	0	0	0	496
2	0	0	0	0	536
3	0	0	0	0	505
4	0	0	0	0	523
5	0	0	0	0	527
6	0	0	0	0	502
7	0	0	0	0	527
8	0	0	0	0	504
9	0	0	0	0	501
10	0	0	0	0	530
11	0	0	0	0	510
12	0	0	0	0	511
13	0	0	0	0	535
14	0	0	0	0	530
15	0	0	0	0	515
0	0	0	0	0	516
1	0	0	0	0	509
2	0	0	0	0	508
3	0	0	0	0	526
4	0	0	0	0	541
5	0	0	0	0	505
6	0	0	0	0	511
7	0	0	0	0	514
8	0	0	0	0	513
9	0	0	0	0	511
10	0	0	0	0	506
11	0	0	0	0	530
12	0	0	0	0	516
13	0	0	0	0	521
14	0	0	0	0	515
15	0	0	0	0	517
0	0	0	0	0	503
1	0	0	0	0	537
2	0	0	0	0	512
3	0	0	0	0	504
4	0	0	0	0	512
5	0	0	0	0	534
6	0	0	0	0	509
7	0	0	0	0	514
8	0	0	0	0	506
9	0	0	0	0	526
10	0	0	0	0	508
11	0	0	0	0	519
12	0	0	0	0	511
13	0	0	0	0	499
14	0	0	0	0	522
15	0	0	0	0	517
0	0	0	0	0	503
1	0	0	0	0	541
2	0	0	0	0	490
3	0	0	0	0	504
4	0	0	0	0	499
5	0	0	0	0	508
6	0	0	0	0	534
7	0	0	0	0	508
8	0	0	0	0	523
9	0	0	0	0	498
10	0	0	0	0	560
11	0	0	0	0	492
12	0	0	0	0	551
13	0	0	0	0	519
14	0	0	0	0	507
15	0	0	0	0	511
0	0	0	0	0	507
1	0	0	0	0	518
2	0	0	0	0	511
3	0	0	0	0	502
4	0	0	0	0	555
5	0	0	0	0	483
6	0	0	0	0	499
7	0	0	0	0	601
8	0	0	0	0	480
9	0	0	0	0	484
10	0	0	0	0	568
11	0	0	0	0	482
12	0	0	0	0	526
13	0	0	0	0	575
14	0	0	0	0	455
15	0	0	0	0	578
0	0	0	0	0	545
1	0	0	0	0	431
2	0	0	0	0	590
3	0	0	0	0	491
4	0	0	0	0	474
5	0	0	0	0	564
6	0	0	0	0	484
7	0	0	0	0	504
8	0	0	0	0	513
9	0	0	0	0	574
10	0	0	0	0	488
11	0	0	0	0	520
12	0	0	0	0	559
13	0	0	0	0	455
14	0	0	0	0	547
15	0	0	0	0	464
0	0	0	0	0	564
1	0	0	0	0	572
2	0	0	0	0	419
3	0	0	0	0	529
4	0	0	0	0	556
5	0	0	0	0	466
6	0	0	0	0	547
7	0	0	0	0	345
8	0	0	0	0	796
9	0	0	0	0	524
10	0	0	0	0	314
11	0	0	0	0	614
12	0	0	0	0	704
13	0	0	0	0	326
14	0	0	0	0	478
15	0	0	0	0	482
0	0	0	0	0	412
1	0	0	0	0	585
2	0	0	0	0	395
3	0	0	0	0	659
4	0	0	0	0	615
5	0	0	0	0	502
6	0	0	0	0	876
7	0	0	0	0	122
8	0	0	0	0	397
9	0	0	0	0	974
10	0	0	0	0	464
11	0	0	0	0	411
12	0	0	0	0	208
13	0	0	0	0	418
14	0	0	0	0	177
15	0	0	0	0	647
0	0	0	0	0	744
1	0	0	0	0	406
2	0	0	0	0	305
3	0	0	0	0	694
4	0	0	0	0	445
5	0	0	0	0	400
6	0	0	0	0	452
7	0	0	0	0	502
8	0	0	0	0	388
9	0	0	0	0	469
10	0	0	0	0	744
11	0	0	0	0	164
12	0	0	0	0	527
13	0	0	0	0	291
14	0	0	0	0	476
15	0	0	0	0	489
0	0	0	0	0	375
1	0	0	0	0	521
2	0	0	0	0	572
3	0	0	0	0	1022
4	0	0	0	0	225
5	0	0	0	0	667
6	0	0	0	0	834
7	0	0	0	0	178
8	0	0	0	0	312
9	0	0	0	0	679
10	0	0	0	0	389
11	0	0	0	0	386
12	0	0	0	0	418
13	0	0	0	0	390
14	0	0	0	0	388
15	0	0	0	0	505
0	0	0	0	0	329
1	0	0	0	0	617
2	0	0	0	0	389
3	0	0	0	0	603
4	0	0	0	0	510
5	0	0	0	0	904
6	0	0	0	0	399
7	0	0	0	0	479
8	0	0	0	0	751
9	0	0	0	0	276
10	0	0	0	0	925
11	0	0	0	0	273
12	0	0	0	0	524
13	0	0	0	0	422
14	0	0	0	0	462
15	0	0	0	0	552
0	0	0	0	0	433
1	0	0	0	0	409
2	0	0	0	0	243
3	0	0	0	0	420
4	0	0	0	0	612
5	0	0	0	0	427
6	0	0	0	0	506
7	0	0	0	0	577
8	0	0	0	0	623
9	0	0	0	0	527
10	0	0	0	0	448
11	0	0	0	0	615
12	0	0	0	0	393
13	0	0	0	0	543
14	0	0	0	0	590
15	0	0	0	0	484
0	0	0	0	0	571
1	0	0	0	0	600
2	0	0	0	0	556
3	0	0	0	0	337
4	0	0	0	0	537
5	0	0	0	0	441
6	0	0	0	0	444
7	0	0	0	0	565
8	0	0	0	0	497
9	0	0	0	0	530
10	0	0	0	0	521
11	0	0	0	0	608
12	0	0	0	0	478
13	0	0	0	0	696
14	0	0	0	0	491
15	0	0	0	0	594
0	0	0	0	0	488
1	0	0	0	0	531
2	0	0	0	0	490
3	0	0	0	0	506
4	0	0	0	0	529
5	0	0	0	0	502
6	0	0	0	0	481
7	0	0	0	0	511
8	0	0	0	0	531
9	0	0	0	0	481
10	0	0	0	0	530
11	0	0	0	0	469
12	0	0	0	0	547
13	0	0	0	0	572
14	0	0	0	0	483
15	0	0	0	0	503
0	0	0	0	0	518
1	0	0	0	0	448
2	0	0	0	0	598
3	0	0	0	0	480
4	0	0	0	0	511
5	0	0	0	0	538
6	0	0	0	0	538
7	0	0	0	0	454
8	0	0	0	0	521
9	0	0	0	0	455
10	0	0	0	0	514
11	0	0	0	0	501
12	0	0	0	0	498
13	0	0	0	0	530
14	0	0	0	0	490
15	0	0	0	0	496
0	0	0	0	0	479
1	0	0	0	0	649
2	0	0	0	0	496
3	0	0	0	0	497
4	0	0	0	0	517
5	0	0	0	0	504
6	0	0	0	0	512
7	0	0	0	0	525
8	0	0	0	0	553
9	0	0	0	0	511
10	0	0	0	0	512
11	0	0	0	0	512
12	0	0	0	0	489
